Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,KB/sec
/cas/v1/tickets-qa1,1,2037,2037,2037,2037,2037,2037,2037,0.00%,.5,.6
/viewport-home/,1,259,259,259,259,259,259,259,0.00%,3.9,8.8
/ideskos-locale/bundle/com.mediaocean.viewport.banner/locale/22,1,521,521,521,521,521,521,521,0.00%,1.9,29.6
/ideskos-locale/bundle/com.mediaocean.viewport-app/locale/22,1,271,271,271,271,271,271,271,0.00%,3.7,45.5
/viewport/login2/,1,208,208,208,208,208,208,208,0.00%,4.8,3.2
/ideskos-locale/bundle/com.mediaocean.viewport.login2/locale/22,1,302,302,302,302,302,302,302,0.00%,3.3,88.6
/ideskos-locale/locales/active,1,234,234,234,234,234,234,234,0.00%,4.3,29.0
Welcome Page,1,1795,1795,1795,1795,1795,1795,1795,0.00%,.6,35.8
/cas/ticketStatus,1,230,230,230,230,230,230,230,0.00%,4.3,1.6
/ideskos-viewport/config/resources,1,213,213,213,213,213,213,213,0.00%,4.7,3.8
/ideskos-viewport/user/current,2,321,218,424,424,424,218,424,0.00%,.2,.4
/cas/login-idesk viewport,1,639,639,639,639,639,639,639,0.00%,1.6,1.1
/ideskos-viewport/j_spring_cas_security_check,1,896,896,896,896,896,896,896,0.00%,1.1,4.8
/idesk/prisma-home/,1,211,211,211,211,211,211,211,0.00%,4.7,4.9
/bi-services/api/syncUser,2,340,257,423,423,423,257,423,0.00%,.2,.2
/prisma-api/secure/rest/marketplace/status,3,322,279,413,413,413,275,413,0.00%,.1,.1
/agency-service/secure/user,4,365,282,484,484,484,278,484,0.00%,.1,1.5
/cas/login-Bi service,1,225,225,225,225,225,225,225,0.00%,4.4,1.3
/cas/login-Prisma API,1,224,224,224,224,224,224,224,0.00%,4.5,1.3
/cas/login-Agency service,1,240,240,240,240,240,240,240,0.00%,4.2,2.9
/ideskos-locale/bundle/IDeskHome/locale/22,1,281,281,281,281,281,281,281,0.00%,3.6,39.6
/ideskos-locale/bundle/IDeskGWTCore/locale/22,1,507,507,507,507,507,507,507,0.00%,2.0,133.9
/ideskos-locale/bundle/com.mediaocean.global.common/locale/22,1,533,533,533,533,533,533,533,0.00%,1.9,206.8
/bi-services/j_spring_cas_security_check,1,534,534,534,534,534,534,534,0.00%,1.9,2.6
/agency-service/j_spring_cas_security_check,1,7386,7386,7386,7386,7386,7386,7386,0.00%,.1,2.0
/prisma-api/j_spring_cas_security_check,1,573,573,573,573,573,573,573,0.00%,1.7,2.0
/prisma-api/secure/rest/marketplace/messages/unread/count,1,308,308,308,308,308,308,308,0.00%,3.2,3.3
/ideskos-viewport/marketo/email,1,212,212,212,212,212,212,212,0.00%,4.7,2.8
/ideskos-locale/bundle/PrismaContextHelp/locale/22,1,535,535,535,535,535,535,535,0.00%,1.9,86.3
/campaign-service/secure/campaign/universe,1,299,299,299,299,299,299,299,0.00%,3.3,1.4
/campaign-service/secure/alertsSummary/activealerttotals,1,400,400,400,400,400,400,400,0.00%,2.5,1.3
/campaign-service/secure/campaign/homepage,1,395,395,395,395,395,395,395,0.00%,2.5,3.7
/campaign-service/secure/campaign/filtercounts,1,404,404,404,404,404,404,404,0.00%,2.5,1.2
Campaign Home Page,1,17952,17952,17952,17952,17952,17952,17952,0.00%,.1,16.2
/agency-service/secure/metadata/features,2,272,262,282,282,282,262,282,0.00%,.3,.1
/ideskos-locale/bundle/com.mediaocean.campaign.details/locale/22,1,273,273,273,273,273,273,273,0.00%,3.7,69.3
/campaign-service/secure/campaignmetadata,1,298,298,298,298,298,298,298,0.00%,3.4,13.1
/agency-service/secure/client/findbycodeorname,4,549,454,800,800,800,447,800,0.00%,1.8,3.3
/agency-service/secure/client,4,363,350,400,400,400,345,400,0.00%,2.7,1.9
/agency-service/secure/product,1,311,311,311,311,311,311,311,0.00%,3.2,1.3
/agency-service/secure/estimate,1,309,309,309,309,309,309,309,0.00%,3.2,3.8
Add Campaign-FullDetails,1,5105,5105,5105,5105,5105,5105,5105,0.00%,.2,6.8
/campaign-service/secure/campaign[CSV],1,1006,1006,1006,1006,1006,1006,1006,0.00%,1.0,.4
/idesk/prisma-campaign-header/,1,204,204,204,204,204,204,204,0.00%,4.9,3.8
/prisma/planning/,1,207,207,207,207,207,207,207,0.00%,4.8,3.3
/ideskos-locale/bundle/DDSGWTCore/locale/22,1,261,261,261,261,261,261,261,0.00%,3.8,19.1
/campaign-service/secure/campaign/public/CP5LKXN/lastAccessed,1,486,486,486,486,486,486,486,0.00%,2.1,3.4
/ideskos-locale/bundle/com.mediaocean.prisma.planning/locale/22,1,280,280,280,280,280,280,280,0.00%,3.6,102.0
/cas/login-Planning Service,1,641,641,641,641,641,641,641,0.00%,1.6,.5
/prebuy-service-ws/secure/rest/campaign,2,844,416,1273,1273,1273,416,1273,0.00%,.5,.8
/cas/login-Prebuy Service,1,225,225,225,225,225,225,225,0.00%,4.4,1.3
/prebuy-service-ws/j_spring_cas_security_check,1,1486,1486,1486,1486,1486,1486,1486,0.00%,.7,1.5
/campaign-service/secure/campaign/public/CP5LKXN,4,406,392,458,458,458,364,458,0.00%,.0,.0
/bi-services/api/getReportIds,1,484,484,484,484,484,484,484,0.00%,2.1,6.4
