Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,KB/sec
/cas/v1/tickets-qa1,1,1932,1932,1932,1932,1932,1932,1932,0.00%,.5,.7
/viewport-home/,1,218,218,218,218,218,218,218,0.00%,4.6,10.4
/ideskos-locale/bundle/com.mediaocean.viewport.banner/locale/22,1,475,475,475,475,475,475,475,0.00%,2.1,32.5
/ideskos-locale/bundle/com.mediaocean.viewport-app/locale/22,1,267,267,267,267,267,267,267,0.00%,3.7,46.1
/viewport/login2/,1,205,205,205,205,205,205,205,0.00%,4.9,3.3
/ideskos-locale/bundle/com.mediaocean.viewport.login2/locale/22,1,275,275,275,275,275,275,275,0.00%,3.6,97.4
/ideskos-locale/locales/active,1,228,228,228,228,228,228,228,0.00%,4.4,29.8
Welcome Page,1,1668,1668,1668,1668,1668,1668,1668,0.00%,.6,38.5
/cas/ticketStatus,1,213,213,213,213,213,213,213,0.00%,4.7,1.7
/ideskos-viewport/config/resources,1,211,211,211,211,211,211,211,0.00%,4.7,3.8
/ideskos-viewport/user/current,2,321,216,427,427,427,216,427,0.00%,.2,.4
/cas/login-idesk viewport,1,646,646,646,646,646,646,646,0.00%,1.5,1.1
/ideskos-viewport/j_spring_cas_security_check,1,880,880,880,880,880,880,880,0.00%,1.1,4.9
/idesk/prisma-home/,1,207,207,207,207,207,207,207,0.00%,4.8,5.0
/bi-services/api/syncUser,2,336,258,414,414,414,258,414,0.00%,.2,.2
/prisma-api/secure/rest/marketplace/status,3,359,321,457,457,457,300,457,0.00%,.1,.1
/agency-service/secure/user,4,369,279,471,471,471,268,471,0.00%,.1,1.4
/cas/login-Bi service,1,223,223,223,223,223,223,223,0.00%,4.5,1.3
/cas/login-Prisma API,1,220,220,220,220,220,220,220,0.00%,4.5,1.3
/cas/login-Agency service,1,227,227,227,227,227,227,227,0.00%,4.4,3.1
/ideskos-locale/bundle/IDeskHome/locale/22,1,265,265,265,265,265,265,265,0.00%,3.8,42.1
/ideskos-locale/bundle/IDeskGWTCore/locale/22,1,489,489,489,489,489,489,489,0.00%,2.0,138.9
/ideskos-locale/bundle/com.mediaocean.global.common/locale/22,1,496,496,496,496,496,496,496,0.00%,2.0,222.2
/bi-services/j_spring_cas_security_check,1,526,526,526,526,526,526,526,0.00%,1.9,2.7
/agency-service/j_spring_cas_security_check,1,7211,7211,7211,7211,7211,7211,7211,0.00%,.1,2.1
