Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,KB/sec
/cas/v1/tickets-qa1,1,8109,8109,8109,8109,8109,8109,8109,0.00%,.1,.2
/viewport-home/,1,239,239,239,239,239,239,239,0.00%,4.2,9.5
/ideskos-locale/bundle/com.mediaocean.viewport.banner/locale/22,1,622,622,622,622,622,622,622,0.00%,1.6,24.8
/ideskos-locale/bundle/com.mediaocean.viewport-app/locale/22,1,326,326,326,326,326,326,326,0.00%,3.1,37.8
/viewport/login2/,1,392,392,392,392,392,392,392,0.00%,2.6,1.7
/ideskos-locale/bundle/com.mediaocean.viewport.login2/locale/22,1,309,309,309,309,309,309,309,0.00%,3.2,86.7
/ideskos-locale/locales/active,1,243,243,243,243,243,243,243,0.00%,4.1,28.0
Welcome Page,1,2131,2131,2131,2131,2131,2131,2131,0.00%,.5,30.2
/cas/ticketStatus,1,278,278,278,278,278,278,278,0.00%,3.6,1.3
/ideskos-viewport/config/resources,1,212,212,212,212,212,212,212,0.00%,4.7,3.8
/ideskos-viewport/user/current,2,368,218,519,519,519,218,519,0.00%,.1,.4
/cas/login-idesk viewport,1,850,850,850,850,850,850,850,0.00%,1.2,.8
/ideskos-viewport/j_spring_cas_security_check,1,904,904,904,904,904,904,904,0.00%,1.1,4.8
/idesk/prisma-home/,1,267,267,267,267,267,267,267,0.00%,3.7,3.9
/bi-services/api/syncUser,2,379,240,519,519,519,240,519,0.00%,.2,.2
/prisma-api/secure/rest/marketplace/status,3,317,272,416,416,416,265,416,0.00%,.1,.1
/agency-service/secure/user,4,390,368,488,488,488,284,488,0.00%,.1,1.4
/cas/login-Bi service,1,404,404,404,404,404,404,404,0.00%,2.5,.7
/cas/login-Prisma API,1,226,226,226,226,226,226,226,0.00%,4.4,1.3
/cas/login-Agency service,1,228,228,228,228,228,228,228,0.00%,4.4,3.0
/ideskos-locale/bundle/IDeskHome/locale/22,1,276,276,276,276,276,276,276,0.00%,3.6,40.4
/ideskos-locale/bundle/IDeskGWTCore/locale/22,1,609,609,609,609,609,609,609,0.00%,1.6,111.5
/ideskos-locale/bundle/com.mediaocean.global.common/locale/22,1,623,623,623,623,623,623,623,0.00%,1.6,177.0
/bi-services/j_spring_cas_security_check,1,532,532,532,532,532,532,532,0.00%,1.9,2.7
/agency-service/j_spring_cas_security_check,1,7268,7268,7268,7268,7268,7268,7268,0.00%,.1,2.0
