Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,KB/sec
/cas/v1/tickets-qa1,1,2189,2189,2189,2189,2189,2189,2189,0.00%,.5,.6
/viewport-home/,1,214,214,214,214,214,214,214,0.00%,4.7,10.6
/ideskos-locale/bundle/com.mediaocean.viewport.banner/locale/22,1,474,474,474,474,474,474,474,0.00%,2.1,32.6
/ideskos-locale/bundle/com.mediaocean.viewport-app/locale/22,1,280,280,280,280,280,280,280,0.00%,3.6,44.0
/viewport/login2/,1,207,207,207,207,207,207,207,0.00%,4.8,3.2
/ideskos-locale/bundle/com.mediaocean.viewport.login2/locale/22,1,289,289,289,289,289,289,289,0.00%,3.5,92.6
/ideskos-locale/locales/active,1,228,228,228,228,228,228,228,0.00%,4.4,29.8
Welcome Page,1,1692,1692,1692,1692,1692,1692,1692,0.00%,.6,38.0
/cas/ticketStatus,1,248,248,248,248,248,248,248,0.00%,4.0,1.5
/ideskos-viewport/config/resources,1,212,212,212,212,212,212,212,0.00%,4.7,3.8
/ideskos-viewport/user/current,2,319,216,422,422,422,216,422,0.00%,.2,.4
/cas/login-idesk viewport,1,645,645,645,645,645,645,645,0.00%,1.6,1.1
/ideskos-viewport/j_spring_cas_security_check,1,900,900,900,900,900,900,900,0.00%,1.1,4.8
/idesk/prisma-home/,1,208,208,208,208,208,208,208,0.00%,4.8,5.0
/bi-services/api/syncUser,2,336,239,434,434,434,239,434,0.00%,.2,.2
/prisma-api/secure/rest/marketplace/status,3,322,284,418,418,418,266,418,0.00%,.1,.1
/agency-service/secure/user,4,322,288,427,427,427,287,427,0.00%,.1,1.6
/cas/login-Bi service,1,220,220,220,220,220,220,220,0.00%,4.5,1.3
/cas/login-Prisma API,1,249,249,249,249,249,249,249,0.00%,4.0,1.2
/cas/login-Agency service,1,236,236,236,236,236,236,236,0.00%,4.2,2.9
/ideskos-locale/bundle/IDeskHome/locale/22,1,278,278,278,278,278,278,278,0.00%,3.6,40.2
/ideskos-locale/bundle/IDeskGWTCore/locale/22,1,508,508,508,508,508,508,508,0.00%,2.0,133.8
/ideskos-locale/bundle/com.mediaocean.global.common/locale/22,1,509,509,509,509,509,509,509,0.00%,2.0,216.6
/bi-services/j_spring_cas_security_check,1,524,524,524,524,524,524,524,0.00%,1.9,2.7
/agency-service/j_spring_cas_security_check,1,7035,7035,7035,7035,7035,7035,7035,0.00%,.1,2.1
/prisma-api/j_spring_cas_security_check,1,544,544,544,544,544,544,544,0.00%,1.8,2.0
/prisma-api/secure/rest/marketplace/messages/unread/count,1,335,335,335,335,335,335,335,0.00%,3.0,3.1
/ideskos-viewport/marketo/email,1,211,211,211,211,211,211,211,0.00%,4.7,2.8
/ideskos-locale/bundle/PrismaContextHelp/locale/22,1,490,490,490,490,490,490,490,0.00%,2.0,94.1
/campaign-service/secure/campaign/universe,1,294,294,294,294,294,294,294,0.00%,3.4,1.4
/campaign-service/secure/alertsSummary/activealerttotals,1,353,353,353,353,353,353,353,0.00%,2.8,1.5
/campaign-service/secure/campaign/homepage,1,419,419,419,419,419,419,419,0.00%,2.4,3.5
/campaign-service/secure/campaign/filtercounts,1,409,409,409,409,409,409,409,0.00%,2.4,1.2
Campaign Home Page,1,17556,17556,17556,17556,17556,17556,17556,0.00%,.1,16.6
/agency-service/secure/metadata/features,2,262,258,267,267,267,258,267,0.00%,.3,.1
/ideskos-locale/bundle/com.mediaocean.campaign.details/locale/22,1,287,287,287,287,287,287,287,0.00%,3.5,66.0
/campaign-service/secure/campaignmetadata,1,278,278,278,278,278,278,278,0.00%,3.6,14.1
/agency-service/secure/client/findbycodeorname,4,554,480,804,804,804,443,804,0.00%,1.8,3.3
/agency-service/secure/client,4,359,347,396,396,396,341,396,0.00%,2.8,1.9
/agency-service/secure/product,1,321,321,321,321,321,321,321,0.00%,3.1,1.3
/agency-service/secure/estimate,1,310,310,310,310,310,310,310,0.00%,3.2,3.8
Add Campaign-FullDetails,1,5116,5116,5116,5116,5116,5116,5116,0.00%,.2,6.8
/campaign-service/secure/campaign[CSV],1,702,702,702,702,702,702,702,0.00%,1.4,.6
/idesk/prisma-campaign-header/,1,207,207,207,207,207,207,207,0.00%,4.8,3.8
/prisma/planning/,1,214,214,214,214,214,214,214,0.00%,4.7,3.2
/ideskos-locale/bundle/DDSGWTCore/locale/22,1,265,265,265,265,265,265,265,0.00%,3.8,18.8
/campaign-service/secure/campaign/public/CP5LKXL/lastAccessed,1,382,382,382,382,382,382,382,0.00%,2.6,4.7
/ideskos-locale/bundle/com.mediaocean.prisma.planning/locale/22,1,281,281,281,281,281,281,281,0.00%,3.6,101.6
/cas/login-Planning Service,1,643,643,643,643,643,643,643,0.00%,1.6,.5
/prebuy-service-ws/secure/rest/campaign,2,743,441,1045,1045,1045,441,1045,0.00%,.6,.9
/cas/login-Prebuy Service,1,218,218,218,218,218,218,218,0.00%,4.6,1.3
/prebuy-service-ws/j_spring_cas_security_check,1,1345,1345,1345,1345,1345,1345,1345,0.00%,.7,1.6
/campaign-service/secure/campaign/public/CP5LKXL,4,373,369,396,396,396,356,396,0.00%,.0,.0
/bi-services/api/getReportIds,1,398,398,398,398,398,398,398,0.00%,2.5,7.8
/prisma-api/secure/rest/preauth,1,207,207,207,207,207,207,207,0.00%,4.8,4.9
/ideskos-locale/bundle/com.mediaocean.marketplace.shop.bundle/locale/22,1,268,268,268,268,268,268,268,0.00%,3.7,41.5
/ideskos-locale/bundle/com.mediaocean.marketplace.common/locale/22,1,269,269,269,269,269,269,269,0.00%,3.7,49.0
/prisma-api/secure/rest/marketplace/offers/filtermetadata,1,483,483,483,483,483,483,483,0.00%,2.1,14.1
/prisma-api/secure/rest/marketplace/cart,1,255,255,255,255,255,255,255,0.00%,3.9,5.3
/prisma-api/secure/rest/marketplace/offers,2,261,258,265,265,265,258,265,0.00%,.0,.0
Click Save-Campaign details,1,9705,9705,9705,9705,9705,9705,9705,0.00%,.1,11.9
/campaign-service/secure/campaign/5176484/proposalRFP/importrfp?encoding=ISO_8859-1,1,166990,166990,166990,166990,166990,166990,166990,0.00%,.0,.1
/campaign-service/secure/campaign/5176484/queryservice/mediaplan/hybrid,1,2227,2227,2227,2227,2227,2227,2227,0.00%,.4,2.3
/campaign-service/secure/campaign/5176484/placement/showTransact,1,244,244,244,244,244,244,244,0.00%,4.1,1.3
Import Media Plan,1,170496,170496,170496,170496,170496,170496,170496,0.00%,.0,.2
Debug Sampler,1,5,5,5,5,5,5,5,0.00%,200.0,601.0
184 /campaign-service/secure/campaign/5176484/bulkedit/list,1,11477,11477,11477,11477,11477,11477,11477,0.00%,.1,.1
185 /campaign-service/secure/campaign/5176484/bulkedit/placementsAffected[CSV],1,19412,19412,19412,19412,19412,19412,19412,0.00%,.1,.2
187 /campaign-service/secure/campaign/5176484/bulkedit/apply[CSV],1,58501,58501,58501,58501,58501,58501,58501,0.00%,.0,.2
188 /campaign-service/secure/campaign/5176484/queryservice/mediaplan/hybrid,1,1887,1887,1887,1887,1887,1887,1887,0.00%,.5,2.7
189 /campaign-service/secure/campaign/5176484/placement/showTransact,1,235,235,235,235,235,235,235,0.00%,4.3,1.4
190 /campaign-service/secure/campaign/5176484,1,379,379,379,379,379,379,379,0.00%,2.6,4.8
192 /campaign-service/secure/campaign/publicforui/CP5LKXL,1,394,394,394,394,394,394,394,0.00%,2.5,4.6
194 /campaign-service/secure/campaign/publicforui/CP5LKXL,1,385,385,385,385,385,385,385,0.00%,2.6,4.8
BULK-EDITadd market field as atlanta,1,92670,92670,92670,92670,92670,92670,92670,0.00%,.0,.3
TOTAL,94,6347,356,5116,17556,166990,5,170496,0.00%,.2,2.3
