Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,KB/sec
/cas/v1/tickets-qa1,1,1857,1857,1857,1857,1857,1857,1857,0.00%,.5,.7
/viewport-home/,1,217,217,217,217,217,217,217,0.00%,4.6,10.5
/ideskos-locale/bundle/com.mediaocean.viewport.banner/locale/22,1,491,491,491,491,491,491,491,0.00%,2.0,31.4
/ideskos-locale/bundle/com.mediaocean.viewport-app/locale/22,1,284,284,284,284,284,284,284,0.00%,3.5,43.3
/viewport/login2/,1,217,217,217,217,217,217,217,0.00%,4.6,3.1
/ideskos-locale/bundle/com.mediaocean.viewport.login2/locale/22,1,296,296,296,296,296,296,296,0.00%,3.4,90.4
/ideskos-locale/locales/active,1,245,245,245,245,245,245,245,0.00%,4.1,27.8
Welcome Page,1,1750,1750,1750,1750,1750,1750,1750,0.00%,.6,36.7
/cas/ticketStatus,1,221,221,221,221,221,221,221,0.00%,4.5,1.7
/ideskos-viewport/config/resources,1,226,226,226,226,226,226,226,0.00%,4.4,3.6
/ideskos-viewport/user/current,2,337,222,452,452,452,222,452,0.00%,.2,.4
/cas/login-idesk viewport,1,676,676,676,676,676,676,676,0.00%,1.5,1.0
/ideskos-viewport/j_spring_cas_security_check,1,945,945,945,945,945,945,945,0.00%,1.1,4.6
/idesk/prisma-home/,1,210,210,210,210,210,210,210,0.00%,4.8,4.9
/bi-services/api/syncUser,2,336,254,419,419,419,254,419,0.00%,.2,.2
/prisma-api/secure/rest/marketplace/status,3,338,305,426,426,426,284,426,0.00%,.1,.1
/agency-service/secure/user,4,371,289,483,483,483,281,483,0.00%,.1,1.6
/cas/login-Bi service,1,232,232,232,232,232,232,232,0.00%,4.3,1.3
/cas/login-Prisma API,1,225,225,225,225,225,225,225,0.00%,4.4,1.3
/cas/login-Agency service,1,231,231,231,231,231,231,231,0.00%,4.3,3.0
/ideskos-locale/bundle/IDeskHome/locale/22,1,280,280,280,280,280,280,280,0.00%,3.6,39.8
/ideskos-locale/bundle/IDeskGWTCore/locale/22,1,506,506,506,506,506,506,506,0.00%,2.0,134.3
/ideskos-locale/bundle/com.mediaocean.global.common/locale/22,1,554,554,554,554,554,554,554,0.00%,1.8,199.1
/bi-services/j_spring_cas_security_check,1,540,540,540,540,540,540,540,0.00%,1.9,2.6
/agency-service/j_spring_cas_security_check,1,3914,3914,3914,3914,3914,3914,3914,0.00%,.3,3.8
/prisma-api/j_spring_cas_security_check,1,558,558,558,558,558,558,558,0.00%,1.8,2.0
/prisma-api/secure/rest/marketplace/messages/unread/count,1,323,323,323,323,323,323,323,0.00%,3.1,3.2
/ideskos-viewport/marketo/email,1,226,226,226,226,226,226,226,0.00%,4.4,2.6
/ideskos-locale/bundle/PrismaContextHelp/locale/22,1,496,496,496,496,496,496,496,0.00%,2.0,93.1
/campaign-service/secure/campaign/universe,1,316,316,316,316,316,316,316,0.00%,3.2,1.3
/campaign-service/secure/alertsSummary/activealerttotals,1,414,414,414,414,414,414,414,0.00%,2.4,1.0
/campaign-service/secure/campaign/homepage,1,473,473,473,473,473,473,473,0.00%,2.1,3.1
/campaign-service/secure/campaign/filtercounts,1,423,423,423,423,423,423,423,0.00%,2.4,1.2
Campaign Home Page,1,14767,14767,14767,14767,14767,14767,14767,0.00%,.1,19.7
/agency-service/secure/metadata/features,2,257,256,259,259,259,256,259,0.00%,.2,.1
/ideskos-locale/bundle/com.mediaocean.campaign.details/locale/22,1,277,277,277,277,277,277,277,0.00%,3.6,68.4
/campaign-service/secure/campaignmetadata,1,305,305,305,305,305,305,305,0.00%,3.3,12.8
/agency-service/secure/client/findbycodeorname,4,763,525,1550,1550,1550,447,1550,0.00%,1.3,2.4
/agency-service/secure/client,4,419,386,481,481,481,370,481,0.00%,2.4,1.7
/agency-service/secure/product,1,400,400,400,400,400,400,400,0.00%,2.5,1.0
/agency-service/secure/estimate,1,311,311,311,311,311,311,311,0.00%,3.2,3.7
Add Campaign-FullDetails,1,6281,6281,6281,6281,6281,6281,6281,0.00%,.2,5.6
/campaign-service/secure/campaign[CSV],1,830,830,830,830,830,830,830,0.00%,1.2,.4
/idesk/prisma-campaign-header/,1,213,213,213,213,213,213,213,0.00%,4.7,3.7
/prisma/planning/,1,214,214,214,214,214,214,214,0.00%,4.7,3.2
/ideskos-locale/bundle/DDSGWTCore/locale/22,1,271,271,271,271,271,271,271,0.00%,3.7,18.4
/campaign-service/secure/campaign/public/CP5LKY1/lastAccessed,1,472,472,472,472,472,472,472,0.00%,2.1,3.8
/ideskos-locale/bundle/com.mediaocean.prisma.planning/locale/22,1,284,284,284,284,284,284,284,0.00%,3.5,100.5
/cas/login-Planning Service,1,690,690,690,690,690,690,690,0.00%,1.4,.4
/prebuy-service-ws/secure/rest/campaign,2,942,442,1443,1443,1443,442,1443,0.00%,.5,.8
/cas/login-Prebuy Service,1,236,236,236,236,236,236,236,0.00%,4.2,1.2
/prebuy-service-ws/j_spring_cas_security_check,1,1522,1522,1522,1522,1522,1522,1522,0.00%,.7,1.5
/campaign-service/secure/campaign/public/CP5LKY1,4,480,477,524,524,524,432,524,0.00%,.0,.0
/bi-services/api/getReportIds,1,486,486,486,486,486,486,486,0.00%,2.1,6.4
/prisma-api/secure/rest/preauth,1,212,212,212,212,212,212,212,0.00%,4.7,4.8
/ideskos-locale/bundle/com.mediaocean.marketplace.shop.bundle/locale/22,1,277,277,277,277,277,277,277,0.00%,3.6,40.1
/ideskos-locale/bundle/com.mediaocean.marketplace.common/locale/22,1,288,288,288,288,288,288,288,0.00%,3.5,45.8
/prisma-api/secure/rest/marketplace/offers/filtermetadata,1,403,403,403,403,403,403,403,0.00%,2.5,16.9
/prisma-api/secure/rest/marketplace/cart,1,298,298,298,298,298,298,298,0.00%,3.4,4.5
/prisma-api/secure/rest/marketplace/offers,2,285,273,297,297,297,273,297,0.00%,.0,.0
Click Save-Campaign details,1,11091,11091,11091,11091,11091,11091,11091,0.00%,.1,10.4
/campaign-service/secure/campaign/5176498/proposalRFP/importrfp?encoding=ISO_8859-1,1,69774,69774,69774,69774,69774,69774,69774,0.00%,.0,.3
/campaign-service/secure/campaign/5176498/queryservice/mediaplan/hybrid,1,2065,2065,2065,2065,2065,2065,2065,0.00%,.5,.7
/campaign-service/secure/campaign/5176498/placement/showTransact,1,267,267,267,267,267,267,267,0.00%,3.7,1.2
Import Media Plan,1,73416,73416,73416,73416,73416,73416,73416,0.00%,.0,.4
Debug Sampler,1,2,2,2,2,2,2,2,0.00%,500.0,1504.9
184 /campaign-service/secure/campaign/5176498/bulkedit/list,1,3535,3535,3535,3535,3535,3535,3535,0.00%,.3,.2
185 /campaign-service/secure/campaign/5176498/bulkedit/placementsAffected[CSV],1,29665,29665,29665,29665,29665,29665,29665,0.00%,.0,.1
187 /campaign-service/secure/campaign/5176498/bulkedit/apply[CSV],1,32030,32030,32030,32030,32030,32030,32030,0.00%,.0,.3
188 /campaign-service/secure/campaign/5176498/queryservice/mediaplan/hybrid,1,1709,1709,1709,1709,1709,1709,1709,0.00%,.6,.9
189 /campaign-service/secure/campaign/5176498/placement/showTransact,1,246,246,246,246,246,246,246,0.00%,4.1,1.3
190 /campaign-service/secure/campaign/5176498,1,499,499,499,499,499,499,499,0.00%,2.0,3.6
192 /campaign-service/secure/campaign/publicforui/CP5LKY1,1,564,564,564,564,564,564,564,0.00%,1.8,3.2
194 /campaign-service/secure/campaign/publicforui/CP5LKY1,1,452,452,452,452,452,452,452,0.00%,2.2,4.0
BULK-EDITadd market field as atlanta,1,68700,68700,68700,68700,68700,68700,68700,0.00%,.0,.3
