Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,KB/sec
/cas/v1/tickets-qa1,1,2639,2639,2639,2639,2639,2639,2639,0.00%,.4,.5
/viewport-home/,1,400,400,400,400,400,400,400,0.00%,2.5,5.7
/ideskos-locale/bundle/com.mediaocean.viewport.banner/locale/22,1,618,618,618,618,618,618,618,0.00%,1.6,25.0
/ideskos-locale/bundle/com.mediaocean.viewport-app/locale/22,1,633,633,633,633,633,633,633,0.00%,1.6,19.5
/viewport/login2/,1,305,305,305,305,305,305,305,0.00%,3.3,2.2
/ideskos-locale/bundle/com.mediaocean.viewport.login2/locale/22,1,529,529,529,529,529,529,529,0.00%,1.9,50.7
/ideskos-locale/locales/active,1,411,411,411,411,411,411,411,0.00%,2.4,16.6
Welcome Page,1,2896,2896,2896,2896,2896,2896,2896,0.00%,.3,22.2
/cas/ticketStatus,1,415,415,415,415,415,415,415,0.00%,2.4,.9
/ideskos-viewport/config/resources,1,315,315,315,315,315,315,315,0.00%,3.2,2.6
/ideskos-viewport/user/current,2,425,230,620,620,620,230,620,0.00%,.1,.4
/cas/login-idesk viewport,1,1060,1060,1060,1060,1060,1060,1060,0.00%,.9,.7
/ideskos-viewport/j_spring_cas_security_check,1,1621,1621,1621,1621,1621,1621,1621,0.00%,.6,2.7
/idesk/prisma-home/,1,286,286,286,286,286,286,286,0.00%,3.5,3.6
/bi-services/api/syncUser,2,489,251,728,728,728,251,728,0.00%,.1,.1
/prisma-api/secure/rest/marketplace/status,3,431,400,627,627,627,266,627,0.00%,.1,.1
/agency-service/secure/user,4,487,420,629,629,629,276,629,0.00%,.1,1.2
/cas/login-Bi service,1,966,966,966,966,966,966,966,0.00%,1.0,.3
/cas/login-Prisma API,1,224,224,224,224,224,224,224,0.00%,4.5,1.3
/cas/login-Agency service,1,234,234,234,234,234,234,234,0.00%,4.3,3.0
/ideskos-locale/bundle/IDeskHome/locale/22,1,285,285,285,285,285,285,285,0.00%,3.5,39.1
/ideskos-locale/bundle/IDeskGWTCore/locale/22,1,509,509,509,509,509,509,509,0.00%,2.0,133.4
/ideskos-locale/bundle/com.mediaocean.global.common/locale/22,1,633,633,633,633,633,633,633,0.00%,1.6,174.1
/bi-services/j_spring_cas_security_check,1,692,692,692,692,692,692,692,0.00%,1.4,2.0
/agency-service/j_spring_cas_security_check,1,11901,11901,11901,11901,11901,11901,11901,0.00%,.1,1.2
/prisma-api/j_spring_cas_security_check,1,597,597,597,597,597,597,597,0.00%,1.7,1.8
/prisma-api/secure/rest/marketplace/messages/unread/count,1,416,416,416,416,416,416,416,0.00%,2.4,2.5
/ideskos-viewport/marketo/email,1,308,308,308,308,308,308,308,0.00%,3.2,1.9
/ideskos-locale/bundle/PrismaContextHelp/locale/22,1,492,492,492,492,492,492,492,0.00%,2.0,93.8
/campaign-service/secure/campaign/universe,1,321,321,321,321,321,321,321,0.00%,3.1,1.3
/campaign-service/secure/alertsSummary/activealerttotals,1,386,386,386,386,386,386,386,0.00%,2.6,1.4
/campaign-service/secure/campaign/homepage,1,414,414,414,414,414,414,414,0.00%,2.4,3.5
/campaign-service/secure/campaign/filtercounts,1,385,385,385,385,385,385,385,0.00%,2.6,1.3
Campaign Home Page,1,26359,26359,26359,26359,26359,26359,26359,0.00%,.0,11.0
/agency-service/secure/metadata/features,2,256,254,259,259,259,254,259,0.00%,.2,.1
/ideskos-locale/bundle/com.mediaocean.campaign.details/locale/22,1,345,345,345,345,345,345,345,0.00%,2.9,54.9
/campaign-service/secure/campaignmetadata,1,355,355,355,355,355,355,355,0.00%,2.8,11.0
/agency-service/secure/client/findbycodeorname,4,828,630,1561,1561,1561,440,1561,0.00%,1.2,2.2
/agency-service/secure/client,4,419,349,567,567,567,347,567,0.00%,2.4,1.7
/agency-service/secure/product,1,295,295,295,295,295,295,295,0.00%,3.4,1.4
/agency-service/secure/estimate,1,390,390,390,390,390,390,390,0.00%,2.6,3.0
Add Campaign-FullDetails,1,6630,6630,6630,6630,6630,6630,6630,0.00%,.2,5.3
/campaign-service/secure/campaign[CSV],1,939,939,939,939,939,939,939,0.00%,1.1,.5
/idesk/prisma-campaign-header/,1,416,416,416,416,416,416,416,0.00%,2.4,1.9
/prisma/planning/,1,311,311,311,311,311,311,311,0.00%,3.2,2.2
/ideskos-locale/bundle/DDSGWTCore/locale/22,1,266,266,266,266,266,266,266,0.00%,3.8,18.7
/campaign-service/secure/campaign/public/CP5LKXX/lastAccessed,1,660,660,660,660,660,660,660,0.00%,1.5,2.5
/ideskos-locale/bundle/com.mediaocean.prisma.planning/locale/22,1,285,285,285,285,285,285,285,0.00%,3.5,100.2
/cas/login-Planning Service,1,782,782,782,782,782,782,782,0.00%,1.3,.4
/prebuy-service-ws/secure/rest/campaign,2,981,610,1352,1352,1352,610,1352,0.00%,.5,.7
/cas/login-Prebuy Service,1,252,252,252,252,252,252,252,0.00%,4.0,1.2
/prebuy-service-ws/j_spring_cas_security_check,1,1632,1632,1632,1632,1632,1632,1632,0.00%,.6,1.4
/campaign-service/secure/campaign/public/CP5LKXX,4,465,439,519,519,519,438,519,0.00%,.0,.0
/bi-services/api/getReportIds,1,609,609,609,609,609,609,609,0.00%,1.6,5.1
/prisma-api/secure/rest/preauth,1,412,412,412,412,412,412,412,0.00%,2.4,2.5
/ideskos-locale/bundle/com.mediaocean.marketplace.shop.bundle/locale/22,1,274,274,274,274,274,274,274,0.00%,3.6,40.5
/ideskos-locale/bundle/com.mediaocean.marketplace.common/locale/22,1,291,291,291,291,291,291,291,0.00%,3.4,45.3
/prisma-api/secure/rest/marketplace/offers/filtermetadata,1,465,465,465,465,465,465,465,0.00%,2.2,14.7
/prisma-api/secure/rest/marketplace/cart,1,280,280,280,280,280,280,280,0.00%,3.6,4.8
/prisma-api/secure/rest/marketplace/offers,2,364,325,404,404,404,325,404,0.00%,.0,.0
Click Save-Campaign details,1,12627,12627,12627,12627,12627,12627,12627,0.00%,.1,9.1
/campaign-service/secure/campaign/5176494/proposalRFP/importrfp?encoding=ISO_8859-1,1,44632,44632,44632,44632,44632,44632,44632,0.00%,.0,.2
/campaign-service/secure/campaign/5176494/queryservice/mediaplan/hybrid,1,1672,1672,1672,1672,1672,1672,1672,0.00%,.6,.9
/campaign-service/secure/campaign/5176494/placement/showTransact,1,236,236,236,236,236,236,236,0.00%,4.2,1.4
Import Media Plan,1,47768,47768,47768,47768,47768,47768,47768,0.00%,.0,.4
Debug Sampler,1,3,3,3,3,3,3,3,0.00%,333.3,1001.3
184 /campaign-service/secure/campaign/5176494/bulkedit/list,1,2014,2014,2014,2014,2014,2014,2014,0.00%,.5,.4
185 /campaign-service/secure/campaign/5176494/bulkedit/placementsAffected[CSV],1,17297,17297,17297,17297,17297,17297,17297,0.00%,.1,.2
187 /campaign-service/secure/campaign/5176494/bulkedit/apply[CSV],1,18000,18000,18000,18000,18000,18000,18000,0.00%,.1,.3
188 /campaign-service/secure/campaign/5176494/queryservice/mediaplan/hybrid,1,1156,1156,1156,1156,1156,1156,1156,0.00%,.9,1.2
189 /campaign-service/secure/campaign/5176494/placement/showTransact,1,258,258,258,258,258,258,258,0.00%,3.9,.8
190 /campaign-service/secure/campaign/5176494,1,435,435,435,435,435,435,435,0.00%,2.3,4.2
192 /campaign-service/secure/campaign/publicforui/CP5LKXX,1,666,666,666,666,666,666,666,0.00%,1.5,2.5
194 /campaign-service/secure/campaign/publicforui/CP5LKXX,1,724,724,724,724,724,724,724,0.00%,1.4,2.5
BULK-EDITadd market field as atlanta,1,40550,40550,40550,40550,40550,40550,40550,0.00%,.0,.4
TOTAL,94,2939,439,2896,17297,44632,3,47768,0.00%,.3,3.2
