Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,KB/sec
/cas/v1/tickets-qa1,1,2319,2319,2319,2319,2319,2319,2319,0.00%,.4,.6
/viewport-home/,1,226,226,226,226,226,226,226,0.00%,4.4,10.0
/ideskos-locale/bundle/com.mediaocean.viewport.banner/locale/22,1,474,474,474,474,474,474,474,0.00%,2.1,32.5
/ideskos-locale/bundle/com.mediaocean.viewport-app/locale/22,1,285,285,285,285,285,285,285,0.00%,3.5,43.3
/viewport/login2/,1,223,223,223,223,223,223,223,0.00%,4.5,3.0
/ideskos-locale/bundle/com.mediaocean.viewport.login2/locale/22,1,289,289,289,289,289,289,289,0.00%,3.5,92.8
/ideskos-locale/locales/active,1,231,231,231,231,231,231,231,0.00%,4.3,29.4
Welcome Page,1,1728,1728,1728,1728,1728,1728,1728,0.00%,.6,37.2
/cas/ticketStatus,1,216,216,216,216,216,216,216,0.00%,4.6,1.7
/ideskos-viewport/config/resources,1,210,210,210,210,210,210,210,0.00%,4.8,3.9
/ideskos-viewport/user/current,2,328,218,439,439,439,218,439,0.00%,.2,.4
/cas/login-idesk viewport,1,665,665,665,665,665,665,665,0.00%,1.5,1.0
/ideskos-viewport/j_spring_cas_security_check,1,920,920,920,920,920,920,920,0.00%,1.1,4.7
/idesk/prisma-home/,1,241,241,241,241,241,241,241,0.00%,4.1,4.3
/bi-services/api/syncUser,2,344,244,444,444,444,244,444,0.00%,.2,.2
/prisma-api/secure/rest/marketplace/status,3,318,272,417,417,417,267,417,0.00%,.1,.1
/agency-service/secure/user,4,374,294,487,487,487,287,487,0.00%,.1,1.5
/cas/login-Bi service,1,236,236,236,236,236,236,236,0.00%,4.2,1.2
/cas/login-Prisma API,1,229,229,229,229,229,229,229,0.00%,4.4,1.3
/cas/login-Agency service,1,229,229,229,229,229,229,229,0.00%,4.4,3.0
/ideskos-locale/bundle/IDeskHome/locale/22,1,279,279,279,279,279,279,279,0.00%,3.6,39.9
/ideskos-locale/bundle/IDeskGWTCore/locale/22,1,518,518,518,518,518,518,518,0.00%,1.9,130.9
/ideskos-locale/bundle/com.mediaocean.global.common/locale/22,1,526,526,526,526,526,526,526,0.00%,1.9,209.5
/bi-services/j_spring_cas_security_check,1,506,506,506,506,506,506,506,0.00%,2.0,2.8
/agency-service/j_spring_cas_security_check,1,7172,7172,7172,7172,7172,7172,7172,0.00%,.1,2.1
