SN		Schema 2.9
SV		2.9
C			7.98
T		TOKEN		CP3D3Q
HR	rowNumber	placementNumber	sourceID	site	packageNPackageType	groupName	primaryPlacement	placementName	supplierProductName	placementUrl	section	target	dimensions	dimensionsPosition	proposalCostMethod	unitType	rate	unitAmount	plannedCost	flightStart	flightEnd	creativeType	creativeTypeDescription	maxFileSize	creativeDueDate	servedBy	estimatedUniqueViews	estimatedPageViews	shareOfVoice	richMediaAccepted	richMediaFeeIncluded	flashVersion	maxLooping	maxAnimationTiming	comments	supplierValidityEndDate	supplerSalesOrderRef	supplierSalesOrderRefVersion	supplierSalesAdserverOID	supplierPlacementRef	supplierOrderDate	inventoryType	subsection	supplierPlacementParentRef	marketRate	marketValue	CC:VENDOR PROPERTY TYPE	CC:PUBLISHER PRODUCT	CC:FEES	CC:COMMISSION	CC:MEDIA TYPE	CC:GUARANTEED	CC:EXPIRATION DATE	CC:TARGETING DELIVERY TYPE	CC:RICH MEDIA TYPES - FORMAT	CC:BUY TYPE 1	CC:CHANNEL TYPE 1	CC:CHANNEL TYPE 2	CC:TARGETING AUDIENCE TYPE	CC:TARGETING CONTEXT TYPE	CC:BUY TYPE 2	CC:TARGETING DELIVERY VALUE	CC:NOTES FOR BUYER	CC:NON-GUARANTEED IMPRESSIONS ESTIMATES	CC:VIDEO LENGTH	M:1	M:2	M:3	M:4	M:5	M:6	M:7	M:8	M:9	M:10	M:11	M:12
CH	Row Number	ID (For Prisma use only)	Seller System ID (For Mediaocean use only)	Site Name	Type	Package Name	Primary Placement (roadblock placements only)	Placement Name	Supplier Product Name	Placement URL	Section	Targeting Information	Unit Dimensions	Positioning	Cost Method	Unit Type	Unit Rate	Planned Unit Amount	Planned Cost	Flight Start	Flight End	Creative Type	Creative Type Description	Max File Size	Creative Due Date	Served by	Unique Views	Page Views	Share of Voice	Rich Media Accepted	Rich Media Included in Rate?	Flash Version	Max Looping	Max Animation	Comments	Pub Valid Until Date	Pub Sales Order Ref	Pub Sales Order Ref Version	Pub Ad Server Order No	Pub Placement Ref	Pub Order Date	Inventory Type	Sub-section	Pub placement parent ref	Pre-Negotiated Rate	Market	VENDOR PROPERTY TYPE	PUBLISHER PRODUCT	FEES	COMMISSION	MEDIA TYPE	GUARANTEED	EXPIRATION DATE	TARGETING DELIVERY TYPE	RICH MEDIA TYPES - FORMAT	BUY TYPE 1	CHANNEL TYPE 1	CHANNEL TYPE 2	TARGETING AUDIENCE TYPE	TARGETING CONTEXT TYPE	BUY TYPE 2	TARGETING DELIVERY VALUE	NOTES FOR BUYER	NON-GUARANTEED IMPRESSIONS ESTIMATES	VIDEO LENGTH	Jan15	Feb15	Mar15	Apr15	May15	Jun15	Jul15	Aug15	Sep15	Oct15	Nov15	Dec15	
P	15			DOUBLECLICK INC.	Display Standard			DoubleclickPlacment3					120 x 600	Skyscraper	CPM	Impressions	123	18	2.21	1/1/2015	12/31/2015					3rd party				No	No														1.4	Market - AFNY Online List  2		AE1-I-D												African-American (AA)						7	1	1	1	1	1	1	1	1	1	1	1
P	16			DOUBLECLICK INC.	Display Standard			DoubleclickPlacment4					120 x 600	Skyscraper	CPM	Impressions	123	18	2.21	1/1/2015	12/31/2015					3rd party				No	No														1.4	Market - AFNY Online List  2		AE1-I-D												African-American (AA)						7	1	1	1	1	1	1	1	1	1	1	1
P	17			DOUBLECLICK INC.	Display Standard			DoubleclickPlacment5					120 x 600	Skyscraper	CPM	Impressions	123	18	2.21	1/1/2015	12/31/2015					3rd party				No	No														1.4	Market - AFNY Online List  2		AE1-I-D												African-American (AA)						7	1	1	1	1	1	1	1	1	1	1	1
P	18			DOUBLECLICK INC.	Display Standard			DoubleclickPlacment6					120 x 600	Skyscraper	CPM	Impressions	123	18	2.21	1/1/2015	12/31/2015					3rd party				No	No														1.4	Market - AFNY Online List  2		AE1-I-D												African-American (AA)						7	1	1	1	1	1	1	1	1	1	1	1
P	19			DOUBLECLICK INC.	Display Standard			DoubleclickPlacment7					120 x 600	Skyscraper	CPM	Impressions	123	18	2.21	1/1/2015	12/31/2015					3rd party				No	No														1.4	Market - AFNY Online List  2		AE1-I-D												African-American (AA)						7	1	1	1	1	1	1	1	1	1	1	1
P	20			DOUBLECLICK INC.	Display Standard			DoubleclickPlacment8					120 x 600	Skyscraper	CPM	Impressions	123	18	2.21	1/1/2015	12/31/2015					3rd party				No	No														1.4	Market - AFNY Online List  2		AE1-I-D												African-American (AA)						7	1	1	1	1	1	1	1	1	1	1	1
P	21			DOUBLECLICK INC.	Display Standard			DoubleclickPlacment9					120 x 600	Skyscraper	CPM	Impressions	123	18	2.21	1/1/2015	12/31/2015					3rd party				No	No														1.4	Market - AFNY Online List  2		AE1-I-D												African-American (AA)						7	1	1	1	1	1	1	1	1	1	1	1
P	22			DOUBLECLICK INC.	Display Standard			DoubleclickPlacment10					120 x 600	Skyscraper	CPM	Impressions	123	18	2.21	1/1/2015	12/31/2015					3rd party				No	No														1.4	Market - AFNY Online List  2		AE1-I-D												African-American (AA)						7	1	1	1	1	1	1	1	1	1	1	1
P	23			DOUBLECLICK INC.	Display Standard			DoubleclickPlacment11					120 x 600	Skyscraper	CPM	Impressions	123	18	2.21	1/1/2015	12/31/2015					3rd party				No	No														1.4	Market - AFNY Online List  2		AE1-I-D												African-American (AA)						7	1	1	1	1	1	1	1	1	1	1	1
P	24			DOUBLECLICK INC.	Display Standard			DoubleclickPlacment12					120 x 600	Skyscraper	CPM	Impressions	123	18	2.21	1/1/2015	12/31/2015					3rd party				No	No														1.4	Market - AFNY Online List  2		AE1-I-D												African-American (AA)						7	1	1	1	1	1	1	1	1	1	1	1
P	25			DOUBLECLICK INC.	Display Standard			DoubleclickPlacment13					120 x 600	Skyscraper	CPM	Impressions	123	18	2.21	1/1/2015	12/31/2015					3rd party				No	No														1.4	Market - AFNY Online List  2		AE1-I-D												African-American (AA)						7	1	1	1	1	1	1	1	1	1	1	1
